,sentiment,content
381,sadness,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
382,worry,"got to final table, but....went out third.  Don't think I'll be getting my free seat"
383,neutral,good morning work this morning gutted lol nevermind
384,hate,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
385,happiness,FB is boring   and i wanna sing RIGHT NOW..! *-*
386,sadness,@judyrey  The link doesn't work
387,neutral,@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble
388,worry,The humpalow um ya I think so... Cell is dying
389,worry,Last day at work...Sick to the bone
390,worry,i feel like I'm on house arrest.
391,neutral,"love is like a war,,easy to begin, hard to end..fiuuhh..."
392,surprise,@heavenjones ur supposed to be in BK tho
393,worry,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
394,surprise,Oh no!  Nighty night.
395,happiness,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!
396,sadness,my stupid tooooth hurts
397,love,@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is
398,neutral,Ready To Go @ School
399,sadness,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
400,neutral,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today
401,worry,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
402,worry,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
403,worry,my dog ran awayyy
404,hate,@all_is_one84 Those suck so bad.
405,worry,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
406,relief,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go"
407,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp
408,love,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
409,empty,@exortabreedoll what happen to the maids of yours? Quit once again? ...
410,sadness,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
411,hate,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
412,sadness,@Penguin_J heehee. i love you! i am tired.
413,worry,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
414,worry,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
415,worry,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
416,sadness,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
417,empty,went to the beach and it started raining
418,sadness,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
419,relief,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward..."
420,neutral,@nayRyelgiuQ airport? and you didnt show up tonight homo!
421,worry,@charloro jealous  it looks like schindler's list in toronto
422,enthusiasm,I want another tatt
423,neutral,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:
424,enthusiasm,"So, I need to make a lot of money tomorrow"
425,sadness,@joiskol  being in your room makes me sad.
426,worry,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
427,neutral,for the gays i only made 200 tonight
428,sadness,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
429,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
430,surprise,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.
431,neutral,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
432,sadness,@meljachin: eww. dislike
433,worry,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
434,neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....
435,sadness,"@SuzyDunkley sorry bout the cat,"
436,neutral,needs to have an increase on her salary  http://plurk.com/p/wxluu
437,worry,my stomach feels like it's touching the ground..i'm SO full
438,love,Pug just woke me from an incredible sleep!
439,love,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!
440,worry,Sooo much work so little time
441,sadness,missed iron chef
442,sadness,@thevowel the DS version sucks
443,sadness,what a bad day
444,enthusiasm,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun
445,hate,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
446,worry,"Ugh, my internet was down!"
447,surprise,omg i didnt tweet all that much today.... *sadness*
448,worry,is feeling so giddy and wanna go home.
449,neutral,the week just wasnt the same without an adam lambert performance!!!
450,neutral,@rockingjude The link doesn't work
451,worry,Up and packing. Its the last day of youth camp
452,neutral,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee.."
453,neutral,Smh @ hiphop nursery rhymes
454,worry,Somebody please save the polar bears!
455,happiness,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
456,surprise,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work
457,worry,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
458,worry,guess im staying home tonight...no movie-ing for me
459,sadness,went to the cd store to search for the cd. But
460,worry,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
461,sadness,I miss my mom..  &quot;May angels lead you in&quot;
462,love,there's really no android twitter app of Tweetie's calibre
463,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
464,neutral,"@taylor_d No, it's not..."
465,sadness,@chocolovere i feel the same way every day
466,sadness,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
467,neutral,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
468,sadness,Sleppytime. Really missing my godfather right now. Love you Wayne
469,sadness,So have a headache right now and it sucks
470,worry,@JayDz hope ya sleepin well  guys still here
471,fun,"i should be finished.... but i'm not.  color drawing, here i come."
472,sadness,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
473,sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
474,worry,damn being drunk and hot sucks
475,sadness,misses my baby.
476,worry,is not sleeping because he has paperwork to do.
477,worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
478,worry,"midnight cry.. wish the person I wanted, wanted me right now"
479,neutral,@mousebudden I'ma need you to follow me real quick cause I can't DM you
480,sadness,I'm poorly and can't sleep
481,worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
482,worry,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
483,worry,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
484,worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
485,worry,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
486,worry,didnt say goodnight to you
487,hate,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
488,sadness,has work tom.
489,neutral,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
490,neutral,Can't sleep and nothings on tv!!
491,love,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
492,neutral,@KallieT oh ... you've been superseeded?  not good enough
493,sadness,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
494,anger,fuckin'm transtelecom
495,boredom,"is really, really bored... I guess I will go to bed"
496,worry,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
497,surprise,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
498,sadness,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
499,sadness,@nickkk_ that sucks!
500,neutral,@dorkydeanna IIII know!!! and mean
501,sadness,Having Fever  dont feel to work
502,worry,"Taking Horse Pills, hoping I can get some sleep tonight"
503,neutral,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
504,sadness,missing @MeLDiBiAsE...6 days can't pass quick enough
505,hate,@juliaiiivir Hey! That's my school! I hate that place.
506,sadness,"Working from home today, my back is killing me  Doctor and then physio after later today."
507,neutral,back to work.. with no distractions..
508,happiness,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
509,neutral,awwww  i never noticed this http://bit.ly/RConp
510,neutral,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite"
511,worry,"Looks like it's going to be too nice to work today, how annoying as I have no choice"
512,neutral,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx
513,neutral,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic"
514,worry,is desperatly hoping my dad takes me to vanessa's game
515,worry,@pb_and_jay hi!  Fuck your job!
516,sadness,Missing you all deeply
517,neutral,"the time you go to bed,  i have to get up to go to work"
518,happiness,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
519,sadness,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
