Show Number,Air Date,Round,Category,Value,Question,Answer
2835,1996-12-20,Double Jeopardy!,BLACK AMERICANS,$800,In 1888 a Boston monument was erected to honor this man & 4 others who died in the Boston Massacre,Crispus Attucks
6124,2011-04-07,Jeopardy!,DISNEY FILM BY CHARACTER,$400,"Mr. Smee, a first mate (1953)",Peter Pan
4615,2004-10-01,Double Jeopardy!,CALCULUS,$2000,"Related to the word ""increase"", it's a small change in a variable representing distance or time",increment
4122,2002-07-02,Double Jeopardy!,"CATCHING SOME ""Z""s",$1600,"This ""Master of the Pan Flute"" has sold millions of albums worldwide",Zamfir
3734,2000-11-23,Double Jeopardy!,"TURKMENISTAN, THE COUNTRY",$1000,"Fresh water is tough to get; this large ""sea"" forming the western border is salt water",the Caspian Sea
5023,2006-06-14,Double Jeopardy!,AN ATOMIC CATEGORY,$2000,"These subatomic particles come in 6 flavors, including up, down & strange",quarks
5599,2009-01-01,Double Jeopardy!,GET SOME CULTURE,$400,The Norton Simon Museum in Pasadena has this type of garden where you can see 3-dimensional works,a sculpture garden
4929,2006-02-02,Jeopardy!,IF THEY MARRIED...,$800,"Mary, co-host of ""E.T."", weds Watergate ""Deep Throat"" W. Mark & hyphenates to get this sincere name",Mary Hart-Felt
4731,2005-03-14,Jeopardy!,SHADES OF BROWN,$800,A potato & a winter apple with a rough brownish skin have this brown name,russet
4546,2004-05-17,Jeopardy!,SCHOOL OF ROCK MOVIES,$1000,"(<a href=""http://www.j-archive.com/media/2004-05-17_J_30.jpg"" target=""_blank"">Hi.  I'm Vivica Fox.</a>)  I played one of Frankie Lymon's wives in this movie bio, also the title of Frankie's biggest hit",Why Do Fools Fall in Love
5326,2007-11-05,Double Jeopardy!,CRIME TIME,$1200,"While he was never convicted of murder, Al Capone did spend 8 years in prison for this crime",tax evasion
5160,2007-02-02,Jeopardy!,ISLAND HOPPING,$400,"Little dots of nothing called the Shag Rocks lie about 700 miles east of these islands, subject of a 1980s conflict",the Falklands
5649,2009-03-12,Jeopardy!,LONDON LANDMARKS,$800,"<a href=""http://www.j-archive.com/media/2009-03-12_J_22.jpg"" target=""_blank"">This</a> place has your ticket to concerts and sporting events",Wembley Stadium
2236,1994-05-02,Jeopardy!,SCIENCE,$300,Term for the time it takes a radioactive substance to decay to 50% of its original quantity,half-life
3034,1997-11-06,Jeopardy!,mini-mountains,$400,"A women's college in South Hadley, Massachusetts is named for this nearby 878' mount",Mount Holyoke
5529,2008-09-25,Jeopardy!,CHARLIE WILSON'S WAR WORDS,$600,"HALO, standing for ""high altitude, low opening"", is an acronym used in the operation of these",parachutes
4130,2002-07-12,Jeopardy!,THE FORTUNE 500,$800,AMR & UAL are the top 2 companies in this industry,airline
3456,1999-09-20,Double Jeopardy!,CHOCK FULL O' NUTS,$200,"In ""Nuts"" she was a hooker accused of murder who fought to stand trial rather than be declared insane",Barbra Streisand
4857,2005-10-25,Jeopardy!,ABBA-SOLUTELY FABULOUS,$200,"Made up of Frida Lyngstad, Agnetha Faltskog, Bjorn Ulvaeus & Benny Andersson, ABBA hails from this country",Sweden
5993,2010-10-06,Jeopardy!,GAME TIME,$800,"Bump, slide & switch until someone gets all the way home in this game whose name is a word I often use",Sorry
1281,1990-03-12,Double Jeopardy!,19TH CENTURY AMERICANS,$400,In 1850 this showman began promoting U.S. tours for opera singer Jenny Lind,P.T. Barnum
3070,1997-12-26,Double Jeopardy!,WOMEN OF THE WORLD,$400,French film star Simone Signoret married 2 men named Yves:  director Yves Allegret & this actor,Yves Montand
1271,1990-02-26,Double Jeopardy!,THEATER,"$2,000","Songs from this 1965 musical include ""The Dubbing"" & ""Dulcinea""","""Man of La Mancha"""
4522,2004-04-13,Jeopardy!,BIOLOGY,$200,3 calves created this way made headlines back in 1988,cloning
4973,2006-04-05,Jeopardy!,MOVIE TEENAGERS,$1000,Hilary Duff was part of Steve Martin & Bonnie Hunt's big family in this 2003 comedy--& its 2005 sequel,Cheaper by the Dozen
4563,2004-06-09,Double Jeopardy!,THE ANCIENTS SPEAK,$2000,"He said he was ""looking for an honest man""",Diogenes
5186,2007-03-12,Jeopardy!,IT'LL BE A COLD DAY IN HELENA,$200,"Of 25,000, 250,000 or 500,000, the approximate population of Helena, Montana","25,000"
4390,2003-10-10,Jeopardy!,WOMEN IN MUSIC,$1000,"She's the songwriter extraordinaire of the hits ""How Do I Live"" & ""I Don't Want to Miss a Thing""",Diane Warren
6059,2011-01-06,Double Jeopardy!,LANGUAGE OF ORIGIN,$400,"Hallelujah,  sabbath",Hebrew
5637,2009-02-24,Double Jeopardy!,THE MUSIC MAN'S INSTRUMENT,$2000,Lionel Hampton,vibraphone
3830,2001-04-06,Double Jeopardy!,RELIGIOUS LEADERS,$1000,The beginnings of this religious group came around 1647 with the preaching of George Fox of England,Quakers (Society of Friends)
4733,2005-03-16,Double Jeopardy!,AVIATION,$2000,"On October 4, 2004 this private craft won the $10 million Ansari X Prize by reaching space for the 2nd time within a week",SpaceShipOne
4910,2006-01-06,Jeopardy!,ADVERBS,$1000,"Actually, in the strict sense without inaccuacy or exaggeration, it's this 9-letter adverb",literally
4853,2005-10-19,Double Jeopardy!,WORLD WAR I,$2000,This controversial Army officer led the air operations of the AEF & flew many missions deep into enemy territory,(Billy) Mitchell
3840,2001-04-20,Double Jeopardy!,NAME THE MOVIE,$800,"1992: ""You be sweet to your wife.  My husband wasn't sweet to me and look how I turned out""",Thelma & Louise
5068,2006-09-27,Double Jeopardy!,BRIDGING THE LITERARY GAP,$400,Robert James Waller: “The Bridges of ______”,Madison County
5745,2009-07-24,Double Jeopardy!,MARTIAL,$2000,"Royce Gracie won the first 2 of these, UFC for short, featuring masters of different martial arts",Ultimate Fighting Championship
5514,2008-07-24,Double Jeopardy!,PAUL REVERE,$1200,"While practicing this profession, Revere advertised devices ""of real use in speaking and eating""",dentistry
4586,2004-07-12,Jeopardy!,"ON THE ""ROAD"" AGAIN",$800,"Swift American seen <a href=""http://www.j-archive.com/media/2004-07-12_J_19.jpg"" target=""_blank"">here</a>",the roadrunner
3593,2000-03-29,Jeopardy!,"CROSSWORD CLUES ""G""",$500,"Dressy dress, or cap's partner (4)",Gown
3601,2000-04-10,Double Jeopardy!,SCIENCE,$600,"NaOCl, sodium hypochlorite, is this common laundry product",Bleach
5664,2009-04-02,Double Jeopardy!,BEFORE HE WAS PRESIDENT...,$1600,He defeated the Creek in the 1814 Battle of Horseshoe Bend,(Andrew) Jackson
3334,1999-02-18,Jeopardy!,TEA TIME,$400,"Tea is also grown on this island, whose name is synonymous with coffee",Java
6060,2011-01-07,Jeopardy!,"TAKING STOCK, SYMBOLICALLY",$600,"This company, WMT, employs 2.1 million associates worldwide & is the largest private employer in Mexico",Walmart
4905,2005-12-30,Jeopardy!,CONTAINERS,$200,Stages in Chicken of the Sea tuna processing include thawing; evisceration; cleaning; & filling & sealing these,cans
3936,2001-10-15,Double Jeopardy!,TITLES TAKEN FROM SHAKESPEARE,$200,"Sonnet 30, line 2 by Proust",Remembrance of Things Past
3766,2001-01-08,Jeopardy!,"""CAT""ECHISM",$100,"A large, important church; great ceiling!",Cathedral
4196,2002-11-25,Jeopardy!,CANADIAN HISTORY,$800,"This institution, the NFB, founded by Parliament in 1939, added an animation department in 1942",National Film Board of Canada
4733,2005-03-16,Double Jeopardy!,____ OF THE ____,$2000,"They're the personal bodyguard of the British monarch, though their duties are ceremonial",the Yeomen of the Guard
4366,2003-09-08,Double Jeopardy!,RWANDA,$1600,"Now with a population of about 300,000, this city became the capital upon Rwanda's independence",Kigali
5868,2010-03-03,Double Jeopardy!,CHANGE A LETTER,$1600,"Change a letter in ""half"" & you get this word meaning ""robust""",hale
3506,1999-11-29,Double Jeopardy!,RUSSIAN CITIES,$200,"By the 15th C., this city was capital of the Russian state & the seat of the Russian Orthodox Church",Moscow
5785,2009-11-06,Jeopardy!,THEM'S FIGHTIN' WORDS!,$1000,"This 3-letter word means to poke abruptly, as with the point of a stick",jab
5719,2009-06-18,Jeopardy!,FAST FOOD CHAINS IN OTHER WORDS,$200,Belonging to Peter Pan's Ms. Darling,Wendy's
5723,2009-06-24,Double Jeopardy!,FOLSOM PRISON BLUES,$800,"Now a cliche about prison life, these automobile identifiers have been manufactured at Folsom since 1947",license plates
6203,2011-07-27,Jeopardy!,"THE ""SOCIAL"" NETWORK",$800,"S.A.D. can stand for this psychological condition, a fear of being humiliated in front of others",the social anxiety disorder
3652,2000-06-20,Jeopardy!,BODIES OF WATER,$300,Latvia's capital shares its name with this nearby gulf,Gulf of Riga
4305,2003-04-25,Double Jeopardy!,THE LABORS OF HERCULES,$400,Hercules used these flying weapons to shoot down the Stymphalian birds,arrows
2777,1996-10-01,Jeopardy!,LASTS,$200,"Their last joint operetta, ""The Grand Duke"", premiered in 1896",Gilbert & Sullivan
5131,2006-12-25,Double Jeopardy!,AUTHORS,$2000,Henry Chinaski was the alter ego of this late hard-living California poet,(Charles) Bukowski
5628,2009-02-11,Double Jeopardy!,WHAT A COUNTRY!,$1600,"The world's oldest tango festival, the Tangomarkkinat, is held annually in this northern European country",Finland
3134,1998-03-26,Double Jeopardy!,AMERICANA,$200,Its index finger is 8 feet long; its tablet over 23 feet,Statue of Liberty
4811,2005-07-04,Jeopardy!,SMELLS LIKE TEAM SPIRIT,$200,"Often called ""football in the water"", this sport is played by teams of 7",water polo
2515,1995-07-07,Double Jeopardy!,1938,$600,17 acres surrounding her cottage were transferred to the Shakespeare Birthplace Trust,Anne Hathaway
5189,2007-03-15,Double Jeopardy!,FILL IN THE AUTHOR'S NAME,$1600,Henry ______ Haggard,Rider
6253,2011-11-23,Double Jeopardy!,AS I RECALL,$2000,Millions of these made from 1995 to 2007 for kids were recalled; the MTV show of the same name is still safe,cribs
4967,2006-03-28,Jeopardy!,YANKEE STADIUM,$600,"(<a href=""http://www.j-archive.com/media/2006-03-28_J_24.jpg"" target=""_blank"">Sarah of the Clue Crew reads from the stands of Yankee Stadium in the Bronx, New York.</a>)  I'm in the Yankee Stadium section where, in 1977, <a href=""http://www.j-archive.com/media/2006-03-28_J_24a.jpg"" target=""_blank"">this man</a>'s third home run of World Series game six landed; all were hit on the first pitch",Reggie Jackson
6291,2012-01-16,Jeopardy!,"TAKE IT ""SLOW""",$800,"""Layla"" guitarist's lazy moniker",Slowhand
3100,1998-02-06,Jeopardy!,3-LETTER WORDS,$100,Tongues & tails do it,Wag
307,1985-11-12,Double Jeopardy!,U. S. STATES,$1000,Meredith Willson modeled his “River City” on his home town of Mason City in this state,Iowa
5814,2009-12-17,Jeopardy!,IN PLAIN SIGHT,$400,No wonder it's so long--it was built over 2 millennia across northern China & southern Mongolia,the Great Wall of China
3399,1999-05-20,Jeopardy!,CLASSIC SITCOMS,$500,In 1977 this character left his job at Prendergast Tool & Die & purchased Kelsey's Bar,Archie Bunker
3976,2001-12-10,Double Jeopardy!,ARTISTS & THEIR SUBJECTS,$1600,This American known for his mobiles also created a wire portrait of Josephine Baker,Alexander Calder
5312,2007-10-16,Jeopardy!,"FISH, BIRD OR MAMMAL",$400,The tarsier,a mammal
3331,1999-02-15,Jeopardy!,WORDS WITHIN WORDS,$300,"A 1,496-pound one was unfortunate enough to get caught in 1979",Tuna (unforTUNAte)
3910,2001-09-07,Jeopardy!,STATE THE OBVIOUS,$100,"<a href=""http://www.j-archive.com/media/2001-09-07_J_02.jpg"" target=""_blank"">[State outline]</a>",Nebraska
4989,2006-04-27,Jeopardy!,WORD & PHRASE ORIGINS,$200,"This evergreen tree was named for Scottish botanist David Douglas, who collected samples in America",the Douglas fir
4239,2003-01-23,Jeopardy!,STUPID ANSWERS,$800,"Kodiak Island is the habitat of this type of bear, Ursus arctos middendorffi",Kodiak bear
3613,2000-04-26,Jeopardy!,"""SUB"" CATEGORY",$400,Examples of these are protons & neutrons,Subatomic particles
4294,2003-04-10,Double Jeopardy!,NBA TEAMS IN OTHER WORDS,$800,The male deer,the (Milwaukee) Bucks
5210,2007-04-13,Jeopardy!,LITERARY FILL IN THE BLANK,$400,"Malory: ""And right as Arthur did at Christmas, he did at Candlemas, and pulled out the _____ easily""",the sword
3452,1999-09-14,Double Jeopardy!,COLONIAL AMERICA,$400,Coins of this European country were those most frequently used in colonial America,Spain (pieces of eight)
3184,1998-06-04,Double Jeopardy!,BOTTOMS UP!,$200,It's the base in the liqueur Irish Mint,Irish whiskey
4278,2003-03-19,Double Jeopardy!,FEDERAL AID PROGRAMS,$1600,"The National School Lunch Program comes from this dept., also concerned with foot-and-mouth disease",Agriculture
3918,2001-09-19,Double Jeopardy!,LITTLE ROCK,"$1,300",Pebbles called gastroliths are found in this part of a bird that goes through a daily grind,the gizzard
5263,2007-06-27,Jeopardy!,SYMBOLOGY,$1000,"Ichthys, the Greek word for this symbol of Christ, is a Greek acronym for ""Jesus Christ, Son of God, Savior""",a fish
3282,1998-12-08,Double Jeopardy!,THE MOVIES,$800,"In this 1957 film Elvis played Vince Everett, an ex-con who develops a recording career",Jailhouse Rock
3225,1998-09-18,Double Jeopardy!,SHALL WE DANCE?,$400,"Famous ""forbidden dance"" featured in 2 1990 films",Lambada
6199,2011-07-21,Jeopardy!,ACTRESSES' TRESSES,$200,"Veronica Lake's haircut that covered one eye was this style, also the name of a game played with small children",a peekaboo
1276,1990-03-05,Jeopardy!,"STARTS WITH ""B""",$500,"2-word French term for a small bundle of herbs, often tied together & used for flavoring",Bouquet Garni
5113,2006-11-29,Double Jeopardy!,LET'S SING,$800,"John Lennon song with the lyrics ""We all shine on like the moon and the stars and the sun""","""Instant Karma"""
1317,1990-05-01,Jeopardy!,THINK TWICE,$500,Most Chinese gooseberries are grown in this country,New Zealand (AKA the Kiwi Fruit)
5758,2009-09-30,Jeopardy!,CLASSIC VIDEO GAMES,$800,"The original name for the hero was Jumpman, & he was a carpenter, not a plumber, in <a href=""http://www.j-archive.com/media/2009-09-30_J_09.wmv"">this</a> game",Donkey Kong
1498,1991-02-20,Double Jeopardy!,ISLANDS,$600,Qishm and Bahrain are the largest inhabited islands in this gulf,Persian Gulf
5896,2010-04-12,Jeopardy!,"HI, BOB",$600,"The onscreen & offscreen antics of this ""Hogan's Heroes"" star inspired the 2002 film ""Auto Focus""",Bob Crane
3201,1998-06-29,Jeopardy!,LET'S SPLIT,$300,"If you're doing this you're making superfine distinctions, so don't wig out",Splitting hairs
2353,1994-11-23,Jeopardy!,20TH CENTURY AMERICA,$300,In 1948 the results of his studies of sexual behavior in the human male were published,Alfred Kinsey
5585,2008-12-12,Jeopardy!,"GYPSIES, TRAMPS & THIEVES",$1000,In 1911 Vincenzo Perugia stole this painting from the Louvre; he was caught trying to sell it to an antiques dealer,the Mona Lisa
3492,1999-11-09,Jeopardy!,NONPOTENT POTABLES,$500,A New York company makes a line of flavored tea that shares its name with this Western state,Arizona
4618,2004-10-06,Jeopardy!,TV WEAPONS,$1000,"Yancy Butler as Sara Pezzini wielded this title sword that's a mystical, shape-shifting talisman of power",Witchblade
3467,1999-10-05,Jeopardy!,FICTIONAL BARTENDERS,$100,Boston bar owned by Sam Malone,Cheers
3312,1999-01-19,Double Jeopardy!,THE THEATRE,$800,"""Swimming To Cambodia"" monologist who starred in the aptly-titled one-man show ""Gray's Anatomy""",Spalding Gray
1147,1989-09-05,Double Jeopardy!,THE BIBLE,$400,"A believer in the pagan god Baal, her name has come to mean a wicked, shameless woman",Jezebel
3275,1998-11-27,Double Jeopardy!,"""KISS""ING MUSIC",$200,"According to the lyrics, this ""May be quite continental, but diamonds are a girl's best friend""",A kiss on the hand
3816,2001-03-19,Jeopardy!,THE ART OF WAR,$200,It's the 1836 battle captured here by Kirk Stirnweis,The Alamo
4866,2005-11-07,Double Jeopardy!,FINALS,$800,"FDR gave his final one of these radio addresses June 12, 1944",the Fireside Chats
4566,2004-06-14,Double Jeopardy!,HITHER & YON,"$1,800","For the first time since the ice age, this country has been joined to Western Europe by a 10-mile bridge to Malmo",Sweden
5034,2006-06-29,Double Jeopardy!,"YO, ADRIATIC",$800,"Known as ""The Bride of the Sea"", this city's canals are fed by the waters of the Adriatic",Venice
4816,2005-07-11,Double Jeopardy!,SHAKESPEAREAN PHRASES,$1200,"Trinculo & Caliban makde ""strange bedfellows"" in this romance",The Tempest
2623,1996-01-17,Double Jeopardy!,LITERATURE,$400,"James Fenimore Cooper wrote ""The Pioneers"" & she wrote ""O Pioneers!""",Willa Cather
5909,2010-04-29,Double Jeopardy!,I DETECT A DETECTIVE,$1200,"Leslie Charteris created this ""heavenly"" British detective",The Saint (Simon Templar)
5373,2008-01-09,Double Jeopardy!,A CHARLIE IN THE BOX,$1600,"The IMDb lists ""Charlie"" as a nickname for this Oscar-winning ""Monster"" actress",Charlize Theron
4130,2002-07-12,Jeopardy!,NEWER WORDS & PHRASES,$1000,"A combination of 2 other words, it describes a place or product for kids that's both informative & fun",edutainment
5491,2008-06-23,Final Jeopardy!,PRESIDENTIAL BIRTHPLACES,None,4 U.S. presidents serving in 3 different centuries have been born in the same county in this state,Massachusetts
4662,2004-12-07,Jeopardy!,AUSTRALIAN BUSINESS,$400,"The Australian Aircraft & Engineering Co. assembled the AVRO 504K, sent to this fledgling company in 1921",Qantas
5026,2006-06-19,Jeopardy!,"START ME ""UP""",$600,2 lines of rhyming verse at the end of a Shakespearean sonnet,a couplet
4788,2005-06-01,Jeopardy!,THE IG NOBEL PRIZES,$200,"Daisuke Inoue won in 2004 for this musical invention, for giving a ""new way for people to learn to tolerate each other""",karaoke
2963,1997-06-18,Double Jeopardy!,INVENTORS,$400,"Inspired by circus safety nets, George Nissen invented this piece of gymnastics equipment",Trampoline
5544,2008-10-16,Double Jeopardy!,ART,$1600,"Bocklin's <a href=""http://www.j-archive.com/media/2008-10-16_DJ_19.jpg"" target=""_blank"">""Isle of the Dead""</a> exemplifies this ""ism"" that used external <a href=""http://www.j-archive.com/media/2008-10-16_DJ_19a.jpg"" target=""_blank"">objects</a> to represent ideas & emotions",symbolism
4872,2005-11-15,Final Jeopardy!,2005 COMMENCEMENT SPEECHES,None,"Speaking at his alma mater, he urged graduates to be voracious readers, donate to worthy causes & stay in Maine",Stephen King
6153,2011-05-18,Jeopardy!,SOUNDS PEACHY,$800,"This sweet fruit is known as the ""peach of the tropics""",the mango
5175,2007-02-23,Jeopardy!,BILLs & TEDs,$400,"In 2005, after 25 years as its anchor, he said goodnight to ""Nightline""",Ted Koppel
6152,2011-05-17,Jeopardy!,FLIGHT SIMULATION,$800,"(Sarah of the Clue Crew sits in a flight simulator) After takeoff it's normal to retract <a href=""http://www.j-archive.com/media/2011-05-17_J_29.wmv"">these</a> on the wings whose functions include increasing lift and drag; the process is controlled by the pilot and monitored on the primary flight display",the flaps
3154,1998-04-23,Double Jeopardy!,TRAGEDIES,$600,"This singer left us not in a jet plane, but in a small experimental plane in 1997",John Denver
3856,2001-05-14,Double Jeopardy!,IF THEY MARRIED...,$400,"Ms. Farrow might be sorry if she makes it legal with ""I Spy"" actor Robert & becomes...",Mia Culp
3770,2001-01-12,Double Jeopardy!,ON LOCATION,$1000,Antebellum home Warwickton was the location for this Gere-Foster movie about a postbellum reunion,Sommersby
4956,2006-03-13,Double Jeopardy!,WALK THE LINE,$400,"To agree to abide fully by terms is to ""sign"" here",on the dotted line
3456,1999-09-20,Double Jeopardy!,STARBUCK,"$1,200","Starbuck was a native of this Massachusetts island, like that man in the limerick",Nantucket
3163,1998-05-06,Jeopardy!,SOUND RECORDING,$100,"To counteract terrorism, President Clinton proposed increased FBI power to use this recording method",Wiretap
4928,2006-02-01,Jeopardy!,ON BROADWAY,$400,"(<a href=""http://www.j-archive.com/media/2006-02-01_J_16.jpg"" target=""_blank"">Cheryl of the Clue Crew reports from the Lunt-Fontanne Theatre in New York.</a>)  I'm here on the Broadway set on which you'll hear Mrs. Potts sing <a href=""http://www.j-archive.com/media/2006-02-01_J_16.mp3"">this</a> title tune  <i>""Tale as old as time / True as it can be...""</i>","""Beauty And The Beast"""
4153,2002-09-25,Double Jeopardy!,VERBS,$800,"You ""jump rope"", but you do this to ""frog""",leap
3939,2001-10-18,Double Jeopardy!,ENGLISH LIT,$800,"All of the action of this novel takes place on June 16, 1904 in Dublin",Ulysses
5378,2008-01-16,Jeopardy!,ON AVERAGE,$1000,"According to the MPAA, Americans attend an average of 7.6 of these a year",movies
5653,2009-03-18,Double Jeopardy!,GEEK TV,$2000,"On a ""Worst Geeks Ever"" list would be this rotund graphic novel store proprietor on ""The Simpsons""",Comic Book Guy
4911,2006-01-09,Jeopardy!,PLAYING DOCTOR,$200,"From the Latin for ""rupture"", this condition can arise after heavy lifting, so leave the couch where it is, Hercules",hernia
4568,2004-06-16,Double Jeopardy!,FOLK MUSIC,$800,"Bob Dylan's first LP had 2 original songs: ""Talking New York"" & ""Song to Woody"", a tribute to this folk singer",Woody Guthrie
5029,2006-06-22,Jeopardy!,McPEOPLE,$400,"In 2006 this jeans-clad author & Diana Ossana won an Oscar for their screenplay of ""Brokeback Mountain""",Larry McMurtry
2780,1996-10-04,Jeopardy!,FOOD,$300,"Cajun popcorn is made by battering & frying shrimp, or the tails of these freshwater crustaceans",crayfish
4973,2006-04-05,Jeopardy!,GOOD GOLLY MALAWI!,$600,"In 1971 Pres. Banda of Malawi became ""president for"" this--didn't work, because he was voted out of office in 1994",life
3768,2001-01-10,Double Jeopardy!,REPETITION AGAIN,$800,"How a dramatist is paid, or a job for a sports announcer",Play-by-play
2049,1993-07-01,Double Jeopardy!,AFRICAN HISTORY,$600,Stanley found Livingstone in this country that merged with Zanzibar in 1964,Tanganyika
3550,2000-01-28,Jeopardy!,MIND YOUR BUSINESS,$100,The driving force in a free market is supply & this,Demand
3735,2000-11-24,Jeopardy!,SOUTH OF THE EQUATOR,$100,"Boer voortrekkers who attempted to cross this desert in the late 19th century called it the ""Thirstland""",Kalahari
5022,2006-06-13,Jeopardy!,THE SENATOR OF ATTENTION,$400,"He's seen <a href=""http://www.j-archive.com/media/2006-06-13_J_12.jpg"" target=""_blank"">here</a> with his dad, the admiral, after returning from his Vietnam ordeal",John McCain
3091,1998-01-26,Jeopardy!,ANCIENT ROME,$100,"Term for the commander of a ""century"", a group of about 100 soldiers",Centurion
2579,1995-11-16,Double Jeopardy!,SCIENTISTS,$1000,"Though oxygen was discovered by Joseph Priestley, this 18th century French chemist gave it its name",Antoine Lavoisier
4833,2005-09-21,Jeopardy!,ATTORNEYS GENERAL,$400,"A relative of Napoleon, Charles Bonaparte served as Navy Secretary in 1905 & later as Attorney General for this president",Theodore Roosevelt
475,1986-10-03,Double Jeopardy!,GEOGRAPHICAL CLASSICS,$600,Respighi wrote symphonic poems about this city's pines & fountains,Rome
3974,2001-12-06,Jeopardy!,HEAVYWEIGHT CHAMPS,$800,"This former heavyweight champ failed to regain his title against Gene Tunney in 1927's ""Battle of the Long Count""",Jack Dempsey
1265,1990-02-16,Double Jeopardy!,POETRY,$200,"""I was chokin' mad w/thirst, an' the man that spied me 1st was our good old grinnin' gruntin' Gunga Din."" he wrote",Rudyard Kipling
1164,1989-09-28,Double Jeopardy!,THE QUEEN'S ENGLISH,$600,"British TV's ""Steptoe & Son"" was about a rag-and-bone man; U.S. equivalent ""Sanford & Son"", was about this",Junk Dealers
3679,2000-09-07,Double Jeopardy!,THE NAKED TRUTH,$600,"After 3 years of nipping & chipping, Michelangelo finished this naked creation in 1504",David
3091,1998-01-26,Double Jeopardy!,BODY PART HOMONYMS,$400,Paul Bunyan could have done this to a barge using just one of these pedal digits,Toe (tow)
2960,1997-06-13,Jeopardy!,"""LOOSE"" ENDS",$500,"They're often politicians or policemen, but are always reckless & uncontrollable",Loose cannons
5768,2009-10-14,Jeopardy!,COLUMBUS DISCOVERS THE NEW WORLD,$600,"(<a href=""http://www.j-archive.com/media/2009-10-14_J_07.wmv"">Jimmy of the Clue Crew shows a map on the monitor.</a>)  12 weeks after discovering the New World, the Santa Maria was wrecked on a reef off the north coast of <a href=""http://www.j-archive.com/media/2009-10-14_J_07.jpg"" target=""_blank"">this</a> large island on Christmas Day",Hispanola
5440,2008-04-11,Double Jeopardy!,"CUT TO THE ""QUICK""",$1600,"Rhyming play used on 2nd or 3rd down to help improve field position, though you do lose possession",quick kick
1526,1991-04-01,Jeopardy!,"CATCHING SOME ""Z""s",$400,The Tom Wilson comic character who has his own line of greeting cards,Ziggy
1792,1992-05-19,Double Jeopardy!,QUEENS,$800,"While imprisoned at Lochleven Castle in 1567, she was forced to abdicate in favor of her son James",Mary Stuart
4339,2003-06-12,Jeopardy!,MEDICINE MEN,"$1,800","In the 1950s Ian Donald adapted this machine, used to detect cracks in machine parts, into a fetus observer",ultrasound
4651,2004-11-22,Jeopardy!,WORD ORIGINS,$1000,They got their name from the wooden sandals worn by the French court to protect shoes on rainy days,galoshes
5839,2010-01-21,Jeopardy!,U.S. MOUNTAINS,$600,"Seen <a href=""http://www.j-archive.com/media/2010-01-21_J_27.jpg"" target=""_blank"">here</a> in the background, this highest peak in North America was named for a U.S. president",Mount McKinley
2781,1996-10-07,Jeopardy!,RELIGION,$300,It's the religion of about 85% of the people of Bangladesh,Muslim (or Islam)
5374,2008-01-10,Jeopardy!,HOW I LOOK DURING MY SUMMER VACATIONS,$200,"Hey mon! That's me last summer <a href=""http://www.j-archive.com/media/2008-01-10_J_01.jpg"" target=""_blank"">sporting this hairstyle seen here,</a> I'm jammin'!",dreadlocks
5639,2009-02-26,Double Jeopardy!,DOUBLE TALK,$400,Hip hip hooray! It's that tasseled stick or fluffy ball a cheerleader waves in her hand,a pom-pom
4361,2003-07-14,Double Jeopardy!,NERVOUS REX,$1600,He's the king who died at the Battle of Hastings in 1066,Harold II
4984,2006-04-20,Jeopardy!,HOW TO MARRY A MILLIONAIRE,$600,"This ""Sea of Love"" actress had access to the finest of make-up when she married billionaire Ron Perelman",Ellen Barkin
6177,2011-06-21,Jeopardy!,TEAM PLAYERS,$800,"1984-85:  Wayne Gretzky, Mike Messier, Grant Fuhr, 3 of the 6 future Hall of Famers on the roster",the Edmonton Oilers
5468,2008-05-21,Jeopardy!,"""DD"" TEA",$400,Flat blade at the back of a boat used to steer it,a rudder
4585,2004-07-09,Jeopardy!,BOX IT UP,$600,"In demanding suffrage, Elizabeth Cady Stanton wrote, ""Our 'pathway' is straight to"" this",the ballot box
5532,2008-09-30,Double Jeopardy!,BIBLE BROS,$2000,"Joseph had 10 half-brothers & only 1 full brother, him",Benjamin
5837,2010-01-19,Double Jeopardy!,SPORTS TERMS,$1200,"Grass court tennis favors this 3-word technique because the ball stays low, making it tough on the receiver",serve and volley
6077,2011-02-01,Jeopardy!,CELEBRITIES & RACING,$600,"A racer & actor, he did some of his own stunts in ""The Great Escape"" & is <a href=""http://www.j-archive.com/media/2011-02-01_J_08.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2011-02-01_J_08.jpg"" target=""_blank"">here</a> on the cover of Sports Illustrated",(Steve) McQueen
1856,1992-10-05,Jeopardy!,1992 WOMEN OLYMPIANS,$400,"B. Jenner called her the ""greatest athlete who ever lived, male or female"" after she won her 2nd heptathlon",Jackie Joyner-Kersee
4218,2002-12-25,Jeopardy!,STATE FLAGS,$600,The flags of Mississippi & Georgia each display this many stars,13
3001,1997-09-22,Jeopardy!,MOVIE DEBUTS,$500,"This young director made his feature film debut as an actor in his own movie ""Reservoir Dogs""",Quentin Tarantino
5836,2010-01-18,Double Jeopardy!,ONE OF THESE KINGS IS NOT LIKE THE OTHERS,$1600,"Frederick III, Nicholas II, Wilhelm II",Nicholas II
6162,2011-05-31,Jeopardy!,BEATLES LAST LINES,$400,"""You were only waiting for this moment to arise""",Blackbird
4971,2006-04-03,Double Jeopardy!,DESERT LIFE,$800,"Also called a Chaparral cock, it can't stay airborne long, but can reach about 15 mph on the ground",a roadrunner
